type,release_year,rating,listed_in,content_age,added_year,added_month,movie_duration_minutes,season_count,genre_count,cast_count,primary_country
Movie,2013,R,"Dramas, International Movies",13,2021,8,108.0,,2,8,Switzerland
TV Show,2021,TV-Y,Kids' TV,5,2021,8,,2.0,1,10,United States
TV Show,2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",5,2021,8,,1.0,3,9,Unknown
TV Show,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8,2021,8,,1.0,3,11,Colombia
TV Show,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",7,2021,8,,1.0,3,8,South Korea
Movie,2021,TV-MA,"Documentaries, Sports Movies",5,2021,8,70.0,,2,1,United States
TV Show,2021,TV-14,"Anime Series, International TV Shows",5,2021,8,,1.0,2,23,Japan
Movie,2012,PG-13,"Comedies, Dramas, Independent Movies",14,2021,8,98.0,,3,10,United Kingdom
Movie,2021,TV-MA,"Comedies, International Movies, Romantic Movies",5,2021,8,86.0,,3,10,South Africa
Movie,2020,TV-PG,"International Movies, Music & Musicals",6,2021,8,139.0,,2,17,Unknown
Movie,2021,PG-13,"Action & Adventure, Comedies",5,2021,8,111.0,,2,7,United States
TV Show,2021,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries",5,2021,8,,1.0,3,7,Israel
TV Show,2021,TV-MA,TV Shows,5,2021,8,,1.0,1,22,India
Movie,2020,TV-MA,"Comedies, Dramas, International Movies",6,2021,8,115.0,,3,11,Nigeria
Movie,2021,TV-14,"Horror Movies, Independent Movies, International Movies",5,2021,8,102.0,,3,9,France
Movie,2021,PG,"Children & Family Movies, Music & Musicals",5,2021,8,100.0,,2,8,Canada
Movie,2013,TV-14,"Action & Adventure, Comedies, International Movies",13,2021,8,135.0,,3,7,India
Movie,2013,TV-MA,"Documentaries, International Movies",13,2021,8,69.0,,2,1,Brazil
Movie,1985,TV-MA,"Comedies, Cult Movies, International Movies",41,2021,8,95.0,,3,10,Argentina
Movie,2021,TV-14,Documentaries,5,2021,8,97.0,,1,1,United Kingdom
Movie,1993,TV-MA,"Classic Movies, Dramas, International Movies",33,2021,8,124.0,,3,10,Argentina
Movie,2016,TV-PG,"Dramas, International Movies",10,2021,8,118.0,,2,13,Nigeria
Movie,2021,TV-MA,Horror Movies,5,2021,8,115.0,,1,10,United States
Movie,2012,TV-MA,Movies,14,2021,8,115.0,,1,1,United States
TV Show,2021,TV-PG,Reality TV,5,2021,8,,3.0,1,5,Unknown
TV Show,2021,TV-MA,"Crime TV Shows, Docuseries",5,2021,8,,1.0,2,1,United States
TV Show,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",5,2021,8,,2.0,3,25,Mexico
TV Show,2021,TV-MA,Reality TV,5,2021,8,,1.0,1,1,United States
TV Show,2009,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",17,2021,8,,1.0,3,5,Taiwan
Movie,1995,R,"Dramas, Independent Movies, Romantic Movies",31,2021,8,104.0,,3,8,United States
Movie,2010,TV-MA,"Dramas, International Movies",16,2021,8,106.0,,2,10,United States
TV Show,2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",15,2021,8,,1.0,3,7,Taiwan
Movie,2021,PG-13,"Documentaries, LGBTQ Movies",5,2021,8,102.0,,2,1,United States
Movie,2021,TV-MA,"Documentaries, International Movies",5,2021,8,97.0,,2,1,Unknown
TV Show,2005,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",21,2021,8,,1.0,3,8,Taiwan
TV Show,2021,TV-PG,Docuseries,5,2021,8,,1.0,1,1,Unknown
TV Show,2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",13,2021,8,,1.0,3,6,Taiwan
TV Show,2008,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",18,2021,8,,1.0,3,6,Taiwan
TV Show,2012,TV-14,TV Comedies,14,2021,8,,7.0,1,14,United States
TV Show,2020,TV-Y7,Kids' TV,6,2021,8,,3.0,1,7,Italy
Movie,1992,PG,"Children & Family Movies, Comedies",34,2021,8,87.0,,2,12,United States
Movie,1993,PG,"Children & Family Movies, Comedies",33,2021,8,88.0,,2,7,United States
Movie,2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy",19,2021,8,114.0,,2,9,United States
Movie,2016,R,Action & Adventure,10,2021,8,90.0,,1,9,Bulgaria
Movie,2002,PG-13,Dramas,24,2021,8,142.0,,1,10,United States
Movie,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",17,2021,8,90.0,,3,10,United States
TV Show,2020,TV-MA,"Anime Series, International TV Shows, TV Thrillers",6,2021,8,,1.0,3,8,Unknown
Movie,1999,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",27,2021,8,105.0,,3,10,United States
Movie,1986,PG-13,"Classic Movies, Comedies, Cult Movies",40,2021,8,103.0,,3,12,United States
Movie,2019,PG-13,"Dramas, Romantic Movies",7,2021,8,116.0,,2,9,United States
Movie,2006,R,"Dramas, Thrillers",20,2021,8,113.0,,2,11,United States
TV Show,2010,TV-14,"TV Dramas, Teen TV Shows",16,2021,8,,5.0,2,15,Unknown
Movie,2007,R,"Comedies, Romantic Movies",19,2021,8,99.0,,2,15,United States
TV Show,2014,TV-14,"Anime Series, International TV Shows",12,2021,8,,6.0,2,5,Japan
Movie,2021,TV-14,"Dramas, Independent Movies, International Movies",5,2021,8,96.0,,3,5,Unknown
Movie,2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",16,2021,8,148.0,,3,12,United States
Movie,1999,R,"Dramas, Independent Movies",27,2021,8,189.0,,2,15,United States
Movie,1995,PG-13,Comedies,31,2021,8,97.0,,1,9,United States
Movie,1991,PG-13,Dramas,35,2021,8,102.0,,1,10,United States
Movie,1994,PG,"Children & Family Movies, Comedies, Dramas",32,2021,8,99.0,,3,7,United States
Movie,2015,PG,"Children & Family Movies, Comedies",11,2021,8,85.0,,2,12,United States
Movie,2008,R,"Action & Adventure, Comedies",18,2021,8,112.0,,2,10,United States
Movie,2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",17,2021,8,91.0,,3,7,Spain
Movie,2019,PG-13,Comedies,7,2021,8,91.0,,1,7,United Kingdom
Movie,2003,PG-13,"Dramas, Sports Movies",23,2021,8,141.0,,2,15,United States
Movie,2000,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",26,2021,8,130.0,,3,12,United States
Movie,2004,R,"Action & Adventure, Comedies, Cult Movies",22,2021,8,98.0,,3,10,United States
Movie,2016,R,"Comedies, Dramas",10,2021,8,105.0,,2,8,United States
Movie,2013,R,Horror Movies,13,2021,8,101.0,,1,8,United States
Movie,1991,R,"Action & Adventure, Comedies",35,2021,8,105.0,,2,8,United States
Movie,2011,R,"Dramas, Thrillers",15,2021,8,118.0,,2,10,United States
Movie,2010,PG-13,Action & Adventure,16,2021,8,97.0,,1,10,United States
Movie,2004,R,"Dramas, Independent Movies, Thrillers",22,2021,8,102.0,,3,12,Spain
Movie,1995,PG-13,Thrillers,31,2021,8,114.0,,1,10,United States
Movie,2000,R,Stand-Up Comedy,26,2021,8,111.0,,1,4,United States
Movie,2010,PG-13,"Comedies, Romantic Movies",16,2021,8,125.0,,2,19,United States
TV Show,2021,TV-14,"TV Dramas, TV Sci-Fi & Fantasy",5,2021,7,,3.0,2,7,United States
Movie,2018,TV-14,"Dramas, International Movies",8,2021,7,76.0,,2,10,Unknown
Movie,2021,R,"Action & Adventure, International Movies, Thrillers",5,2021,7,118.0,,3,10,Unknown
TV Show,2021,TV-Y7,"Kids' TV, TV Comedies",5,2021,7,,1.0,2,7,Unknown
Movie,2014,TV-14,"Dramas, Independent Movies, International Movies",12,2021,7,103.0,,3,8,
TV Show,2021,TV-14,"British TV Shows, International TV Shows, Reality TV",5,2021,7,,3.0,3,1,United Kingdom
Movie,2020,TV-14,"Documentaries, International Movies",6,2021,7,114.0,,2,14,Unknown
TV Show,2009,TV-14,"International TV Shows, Reality TV",17,2021,7,,1.0,2,1,Unknown
TV Show,2021,TV-14,"British TV Shows, Crime TV Shows, Docuseries",5,2021,7,,1.0,3,1,Unknown
TV Show,2021,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",5,2021,7,,2.0,3,9,United States
Movie,2009,TV-14,"Dramas, Independent Movies, International Movies",17,2021,7,95.0,,3,12,Unknown
Movie,2021,TV-MA,"Action & Adventure, International Movies",5,2021,7,138.0,,2,7,Unknown
Movie,2021,TV-MA,"Action & Adventure, Comedies, International Movies",5,2021,7,112.0,,3,10,Unknown
Movie,2013,TV-PG,"Comedies, International Movies, Romantic Movies",13,2021,7,94.0,,3,6,Nigeria
Movie,2021,TV-14,"Comedies, Romantic Movies",5,2021,7,102.0,,2,11,Unknown
TV Show,2021,TV-Y7,Anime Series,5,2021,7,,1.0,1,13,Unknown
Movie,2021,TV-MA,"Action & Adventure, International Movies",5,2021,7,92.0,,2,11,Poland
Movie,2019,TV-14,Documentaries,7,2021,7,81.0,,1,1,United States
TV Show,2021,TV-MA,Reality TV,5,2021,7,,1.0,1,1,Unknown
TV Show,2021,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",5,2021,7,,7.0,3,11,United States
TV Show,2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",5,2021,7,,1.0,3,18,Unknown
TV Show,2021,TV-14,"TV Dramas, Teen TV Shows",5,2021,7,,3.0,2,12,United States
Movie,2012,TV-MA,"Action & Adventure, International Movies",14,2021,7,143.0,,2,9,India
Movie,2021,TV-14,Thrillers,5,2021,7,86.0,,1,6,Unknown
TV Show,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",5,2021,7,,3.0,3,8,Germany
TV Show,2021,TV-Y,Kids' TV,5,2021,7,,4.0,1,10,United States
Movie,2021,TV-14,"Comedies, Dramas, International Movies",5,2021,7,132.0,,3,6,Unknown
TV Show,2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",5,2021,7,,1.0,2,3,Unknown
Movie,2019,TV-MA,"Dramas, International Movies, Thrillers",7,2021,7,117.0,,3,5,France
TV Show,2019,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas",7,2021,7,,10.0,3,16,United States
TV Show,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",6,2021,7,,4.0,3,8,Canada
Movie,2012,R,"Action & Adventure, Dramas",14,2021,7,165.0,,2,16,United States
Movie,2021,PG,"Children & Family Movies, Sports Movies",5,2021,7,91.0,,2,11,Australia
Movie,2021,TV-MA,"Dramas, Independent Movies, International Movies",5,2021,7,97.0,,3,12,Unknown
Movie,2021,TV-MA,"Comedies, International Movies",5,2021,7,97.0,,2,8,Unknown
Movie,2021,TV-MA,"Action & Adventure, Horror Movies, International Movies",5,2021,7,123.0,,3,10,Unknown
TV Show,2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",5,2021,7,,1.0,3,12,Unknown
Movie,2021,TV-MA,"Horror Movies, International Movies, Thrillers",5,2021,7,94.0,,3,5,Unknown
TV Show,2021,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy",5,2021,7,,1.0,2,21,Unknown
TV Show,2021,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows",5,2021,7,,1.0,2,13,Unknown
TV Show,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",5,2021,7,,2.0,3,14,Spain
Movie,2021,TV-MA,"Dramas, Romantic Movies",5,2021,7,111.0,,2,13,United Kingdom
TV Show,2021,TV-MA,Docuseries,5,2021,7,,2.0,1,1,United States
Movie,2021,TV-MA,Documentaries,5,2021,7,85.0,,1,1,Unknown
Movie,2015,TV-Y,Children & Family Movies,11,2021,7,65.0,,1,5,Unknown
Movie,2013,TV-Y7,Children & Family Movies,13,2021,7,64.0,,1,7,Unknown
Movie,2009,TV-Y7,Children & Family Movies,17,2021,7,68.0,,1,7,Unknown
Movie,2011,TV-Y7,Children & Family Movies,15,2021,7,67.0,,1,7,Unknown
Movie,2010,TV-Y7,Children & Family Movies,16,2021,7,66.0,,1,7,Unknown
Movie,2013,TV-Y7,Children & Family Movies,13,2021,7,64.0,,1,7,India
Movie,2013,TV-Y7,Children & Family Movies,13,2021,7,64.0,,1,7,Unknown
Movie,2013,TV-Y7,Children & Family Movies,13,2021,7,65.0,,1,7,Unknown
Movie,2013,TV-Y7,Children & Family Movies,13,2021,7,64.0,,1,7,Unknown
Movie,2012,TV-Y7,Children & Family Movies,14,2021,7,68.0,,1,7,Unknown
Movie,2009,TV-Y7,Children & Family Movies,17,2021,7,68.0,,1,7,India
Movie,2013,TV-Y7,Children & Family Movies,13,2021,7,64.0,,1,7,Unknown
Movie,2015,TV-Y7,Children & Family Movies,11,2021,7,62.0,,1,6,Unknown
Movie,2019,TV-Y,Children & Family Movies,7,2021,7,63.0,,1,9,Unknown
Movie,2010,TV-Y7,"Children & Family Movies, Sports Movies",16,2021,7,69.0,,2,7,Unknown
Movie,2012,TV-Y7,Children & Family Movies,14,2021,7,70.0,,1,7,Unknown
Movie,2014,TV-Y7,Children & Family Movies,12,2021,7,63.0,,1,7,Unknown
Movie,2011,TV-Y7,Children & Family Movies,15,2021,7,68.0,,1,5,Unknown
Movie,2011,TV-Y7,Children & Family Movies,15,2021,7,74.0,,1,7,Unknown
Movie,2012,TV-Y7,Children & Family Movies,14,2021,7,68.0,,1,7,Unknown
TV Show,2019,TV-14,TV Dramas,7,2021,7,,5.0,1,7,United States
Movie,2021,TV-MA,Dramas,5,2021,7,99.0,,1,8,New Zealand
Movie,2019,TV-14,"Comedies, International Movies",7,2021,7,90.0,,2,11,Unknown
Movie,2021,TV-G,"Anime Features, Children & Family Movies, International Movies",5,2021,7,87.0,,3,11,Unknown
Movie,2020,TV-14,"Dramas, International Movies, Thrillers",6,2021,7,105.0,,3,12,Nigeria
TV Show,2021,TV-14,"British TV Shows, International TV Shows, Reality TV",5,2021,7,,1.0,3,1,Unknown
TV Show,2021,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",5,2021,7,,1.0,3,1,Unknown
Movie,2021,TV-Y7,Children & Family Movies,5,2021,7,106.0,,1,21,Unknown
Movie,2020,TV-MA,"Comedies, Dramas, Independent Movies",6,2021,7,102.0,,3,5,United States
TV Show,2020,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",6,2021,7,,1.0,3,10,Argentina
TV Show,2019,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",7,2021,7,,1.0,3,9,Unknown
Movie,2021,TV-14,"Dramas, International Movies, Romantic Movies",5,2021,7,91.0,,3,13,Saudi Arabia
Movie,2021,R,Action & Adventure,5,2021,7,88.0,,1,12,United States
Movie,2020,TV-PG,"Dramas, International Movies, Romantic Movies",6,2021,7,107.0,,3,10,Unknown
Movie,2021,TV-MA,"Dramas, International Movies, Thrillers",5,2021,7,101.0,,3,10,Thailand
TV Show,2021,TV-MA,"Docuseries, Science & Nature TV",5,2021,7,,3.0,2,1,United States
Movie,2021,R,"Horror Movies, LGBTQ Movies",5,2021,7,114.0,,2,13,Unknown
TV Show,2021,TV-Y7,"Kids' TV, TV Comedies",5,2021,7,,1.0,2,4,United States
Movie,1999,R,"Comedies, International Movies",27,2021,7,123.0,,2,14,Unknown
TV Show,2021,TV-14,Docuseries,5,2021,7,,1.0,1,1,Unknown
Movie,2017,R,"Dramas, Independent Movies, Thrillers",9,2021,7,94.0,,3,8,United States
Movie,2017,PG-13,Dramas,9,2021,7,105.0,,1,10,United States
Movie,2011,PG-13,"Dramas, Romantic Movies",15,2021,7,117.0,,2,10,United States
Movie,2012,PG-13,"Dramas, Romantic Movies",14,2021,7,115.0,,2,10,United States
Movie,2010,PG-13,"Dramas, Romantic Movies",16,2021,7,124.0,,2,12,United States
Movie,2009,PG-13,"Dramas, Romantic Movies",17,2021,7,131.0,,2,14,United States
Movie,2008,PG-13,"Action & Adventure, Dramas, Romantic Movies",18,2021,7,122.0,,3,12,United States
Movie,2021,TV-PG,"Comedies, Dramas, International Movies",5,2021,7,113.0,,3,16,Indonesia
TV Show,2021,TV-MA,"Anime Series, International TV Shows",5,2021,7,,2.0,2,23,Japan
Movie,1983,TV-MA,"Comedies, Cult Movies",43,2021,7,91.0,,2,5,Unknown
Movie,2021,TV-MA,"Documentaries, International Movies, Music & Musicals",5,2021,7,100.0,,3,1,Unknown
TV Show,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",7,2021,7,,1.0,3,10,South Korea
Movie,2021,TV-PG,"Documentaries, International Movies, Sports Movies",5,2021,7,93.0,,3,1,Egypt
Movie,2021,TV-14,"Dramas, International Movies, Romantic Movies",5,2021,7,90.0,,3,8,Unknown
TV Show,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",5,2021,7,,2.0,3,14,United States
Movie,2007,PG,"Children & Family Movies, Comedies, Sports Movies",19,2021,7,86.0,,3,10,United States
Movie,2019,TV-14,"Comedies, Dramas, Independent Movies",7,2021,7,100.0,,3,12,Unknown
Movie,2019,TV-MA,Documentaries,7,2021,7,96.0,,1,1,United States
Movie,2021,TV-MA,"Horror Movies, International Movies",5,2021,7,95.0,,2,8,Italy
Movie,2021,R,"Action & Adventure, Comedies",5,2021,7,115.0,,2,11,Unknown
TV Show,2021,TV-MA,"Crime TV Shows, Docuseries",5,2021,7,,1.0,2,1,Unknown
TV Show,2021,TV-MA,Reality TV,5,2021,7,,1.0,1,1,Unknown
Movie,2021,TV-MA,"Documentaries, International Movies",5,2021,7,100.0,,2,1,Unknown
Movie,2021,TV-MA,"Comedies, Dramas, International Movies",5,2021,7,102.0,,3,9,Unknown
Movie,2019,TV-MA,"Dramas, Independent Movies",7,2021,7,87.0,,2,8,United States
Movie,2021,TV-14,Movies,5,2021,7,39.0,,1,3,Unknown
Movie,2021,TV-PG,"Children & Family Movies, Dramas, International Movies",5,2021,7,110.0,,3,11,Unknown
TV Show,2021,TV-Y,Kids' TV,5,2021,7,,1.0,1,7,United States
Movie,2020,TV-MA,"Documentaries, Sports Movies",6,2021,7,93.0,,2,1,United States
Movie,2015,R,"Action & Adventure, Comedies",11,2021,7,96.0,,2,10,United States
Movie,2019,TV-MA,Stand-Up Comedy,7,2021,7,93.0,,1,9,Unknown
Movie,2016,TV-MA,"Comedies, Documentaries, International Movies",10,2021,7,93.0,,3,6,Unknown
TV Show,2021,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",5,2021,7,,4.0,3,8,United States
TV Show,2021,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",5,2021,7,,2.0,3,7,Germany
Movie,2021,R,Horror Movies,5,2021,7,111.0,,1,13,Unknown
Movie,2020,TV-14,"Comedies, Dramas, International Movies",6,2021,7,105.0,,3,12,Unknown
Movie,2021,TV-MA,"Action & Adventure, Dramas, International Movies",5,2021,7,101.0,,3,10,Unknown
TV Show,2021,TV-MA,Docuseries,5,2021,7,,1.0,1,1,Unknown
Movie,2021,TV-MA,"Dramas, International Movies, Romantic Movies",5,2021,7,102.0,,3,10,Unknown
Movie,2021,TV-G,Stand-Up Comedy,5,2021,7,46.0,,1,1,Unknown
Movie,2021,TV-14,Thrillers,5,2021,7,89.0,,1,4,Unknown
Movie,2016,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",10,2021,7,94.0,,3,11,Hong Kong
TV Show,2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",5,2021,7,,1.0,3,13,Unknown
TV Show,2021,TV-14,"Romantic TV Shows, TV Dramas",5,2021,7,,3.0,2,7,United States
Movie,2017,TV-14,"Comedies, International Movies",9,2021,7,104.0,,2,10,Kuwait
TV Show,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",5,2021,7,,1.0,3,1,Unknown
Movie,2017,PG-13,"Comedies, Dramas, Romantic Movies",9,2021,7,97.0,,3,12,United States
Movie,2018,PG-13,"Dramas, Romantic Movies",8,2021,7,91.0,,2,10,United States
TV Show,2021,TV-MA,"Anime Series, TV Horror, TV Thrillers",5,2021,7,,1.0,3,16,United States
Movie,2015,R,"Comedies, Music & Musicals",11,2021,7,106.0,,2,10,United States
Movie,2019,TV-MA,"Documentaries, International Movies",7,2021,7,38.0,,2,1,Unknown
Movie,2014,PG-13,"Action & Adventure, International Movies",12,2021,7,90.0,,2,10,France
TV Show,2021,TV-14,Docuseries,5,2021,7,,1.0,1,1,Unknown
Movie,2020,TV-MA,"Dramas, International Movies",6,2021,7,87.0,,2,10,Unknown
TV Show,2021,TV-PG,Docuseries,5,2021,7,,2.0,1,1,United States
Movie,2021,TV-MA,"Action & Adventure, International Movies",5,2021,7,138.0,,2,12,Unknown
Movie,2020,TV-MA,"Dramas, International Movies",6,2021,7,105.0,,2,10,Unknown
Movie,2010,TV-14,"Dramas, International Movies, Romantic Movies",16,2021,7,104.0,,3,7,Nigeria
TV Show,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",5,2021,7,,2.0,3,10,Poland
TV Show,2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",5,2021,7,,1.0,3,12,Unknown
Movie,2020,TV-PG,"Dramas, International Movies",6,2021,7,85.0,,2,10,Unknown
Movie,2021,TV-G,"International Movies, Romantic Movies",5,2021,7,92.0,,2,4,Australia
Movie,2019,TV-14,"Comedies, International Movies",7,2021,7,108.0,,2,10,Unknown
Movie,2019,TV-MA,"Dramas, International Movies",7,2021,7,95.0,,2,5,France
TV Show,2019,TV-Y,Kids' TV,7,2021,7,,3.0,1,6,United States
TV Show,2016,TV-14,"International TV Shows, TV Dramas, TV Mysteries",10,2021,7,,2.0,3,19,Canada
TV Show,2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",9,2021,7,,2.0,2,1,United States
TV Show,2007,TV-Y7,Kids' TV,19,2021,7,,4.0,1,7,France
TV Show,2018,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",8,2021,7,,3.0,3,7,United States
TV Show,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies",7,2021,7,,5.0,3,7,United Kingdom
TV Show,2019,TV-MA,"British TV Shows, International TV Shows, TV Comedies",7,2021,7,,2.0,3,10,United Kingdom
TV Show,2021,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",5,2021,7,,2.0,3,17,Thailand
TV Show,2017,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",9,2021,7,,2.0,3,16,Japan
Movie,2020,TV-14,"Dramas, International Movies",6,2021,7,105.0,,2,8,India
TV Show,2020,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",6,2021,7,,2.0,3,1,United Kingdom
TV Show,2021,TV-MA,TV Comedies,5,2021,7,,2.0,1,8,United States
TV Show,2021,TV-MA,"International TV Shows, TV Comedies",5,2021,7,,5.0,2,6,Canada
TV Show,2015,TV-Y7,"Kids' TV, Korean TV Shows, TV Comedies",11,2021,7,,3.0,3,1,Russia
TV Show,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",7,2021,7,,3.0,3,19,United Kingdom
TV Show,2019,TV-MA,"International TV Shows, TV Dramas",7,2021,7,,2.0,2,28,Japan
TV Show,2018,TV-Y,Kids' TV,8,2021,7,,8.0,1,6,United States
TV Show,2019,TV-MA,"TV Comedies, TV Dramas",7,2021,7,,7.0,2,25,United States
TV Show,2016,TV-Y,Kids' TV,10,2021,7,,2.0,1,6,Ireland
Movie,2012,TV-14,"Dramas, International Movies, Romantic Movies",14,2021,7,116.0,,3,8,India
Movie,1976,TV-MA,"Dramas, International Movies",50,2021,7,124.0,,2,7,Egypt
TV Show,2015,TV-G,"Kids' TV, TV Comedies",11,2021,7,,2.0,2,6,United States
Movie,2018,TV-PG,"Dramas, International Movies",8,2021,7,101.0,,2,8,Malaysia
TV Show,2019,TV-MA,"Crime TV Shows, TV Horror, TV Mysteries",7,2021,7,,3.0,3,12,United States
TV Show,2021,TV-14,"International TV Shows, TV Dramas",5,2021,7,,3.0,2,10,Israel
Movie,2019,TV-G,"Dramas, International Movies",7,2021,7,95.0,,2,7,Indonesia
TV Show,2015,TV-Y,"Kids' TV, TV Comedies",11,2021,7,,2.0,2,7,Canada
TV Show,2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV",8,2021,7,,3.0,3,10,Australia
